19.12,09/01/98
18.56,08/31/98
19.75,08/28/98
20.18,08/27/98
21.03,08/26/98
21.36,08/25/98
21.38,08/24/98
21.36,08/21/98
21.65,08/20/98
21.83,08/19/98
21.88,08/18/98
21.6,08/17/98
21.4,08/14/98
21.6,08/13/98
21.77,08/12/98
21.44,08/11/98
21.9,08/10/98
22.01,08/07/98
21.88,08/06/98
21.69,08/05/98
21.65,08/04/98
22.43,08/03/98
22.68,07/31/98
23.02,07/30/98
22.75,07/29/98
22.88,07/28/98
23.16,07/27/98
23.24,07/24/98
23.26,07/23/98
23.69,07/22/98
23.95,07/21/98
24.38,07/20/98
24.38,07/17/98
24.26,07/16/98
24.24,07/15/98
24.32,07/14/98
24.2,07/13/98
24.16,07/10/98
24.13,07/09/98
24.2,07/08/98
24.03,07/07/98
23.99,07/06/98
23.79,07/02/98
23.81,07/01/98
23.61,06/30/98
23.54,06/29/98
23.38,06/26/98
23.34,06/25/98
23.35,06/24/98
23.12,06/23/98
22.88,06/22/98
22.87,06/19/98
22.95,06/18/98
23.01,06/17/98
22.69,06/16/98
22.46,06/15/98
22.87,06/12/98
22.98,06/11/98
23.27,06/10/98
23.42,06/09/98
23.37,06/08/98
23.22,06/05/98
23.05,06/04/98
22.9,06/03/98
22.97,06/02/98
22.95,06/01/98
23.15,05/29/98
23.17,05/28/98
23,05/27/98
23.49,05/22/98
23.58,05/21/98
23.66,05/20/98
23.59,05/19/98
23.52,05/18/98
23.66,05/15/98
23.82,05/14/98
23.8,05/13/98
23.74,05/12/98
23.69,05/11/98
23.8,05/08/98
23.65,05/07/98
23.8,05/06/98
23.98,05/05/98
24.06,05/04/98
24.03,05/01/98
23.98,04/30/98
23.59,04/29/98
23.37,04/28/98
23.28,04/27/98
23.83,04/24/98
24.06,04/23/98
24.3,04/22/98
24.29,04/21/98
24.25,04/20/98
24.18,04/17/98
23.98,04/16/98
24.27,04/15/98
24.14,04/14/98
24.03,04/13/98
24.02,04/09/98
23.87,04/08/98
23.97,04/07/98
24.26,04/06/98
24.35,04/03/98
24.26,04/02/98
24.08,04/01/98
23.99,03/31/98
23.85,03/30/98
23.92,03/27/98
23.97,03/26/98
23.9,03/25/98
23.92,03/24/98
23.69,03/23/98
23.78,03/20/98
23.72,03/19/98
23.64,03/18/98
23.63,03/17/98
23.58,03/16/98
23.4,03/13/98
23.36,03/12/98
23.31,03/11/98
23.12,03/10/98
22.86,03/09/98
22.86,03/06/98
22.46,03/05/98
22.71,03/04/98
22.76,03/03/98
22.72,03/02/98
22.67,02/27/98
22.65,02/26/98
22.56,02/25/98
22.33,02/24/98
22.42,02/23/98
22.31,02/20/98
22.29,02/19/98
22.34,02/18/98
22.25,02/17/98
22.27,02/13/98
22.28,02/12/98
22.21,02/11/98
22.14,02/10/98
22,02/09/98
21.99,02/06/98
21.9,02/05/98
21.86,02/04/98
21.77,02/03/98
21.68,02/02/98
21.37,01/30/98
21.38,01/29/98
21.27,01/28/98
21.06,01/27/98
20.97,01/26/98
21.01,01/23/98
21.09,01/22/98
21.21,01/21/98
21.3,01/20/98
20.97,01/16/98
20.75,01/15/98
20.76,01/14/98
20.63,01/13/98
20.37,01/12/98
20.42,01/09/98
21.04,01/08/98
21.26,01/07/98
21.31,01/06/98
21.52,01/05/98
21.47,01/02/98
